"Classification","EdgeOfFlightLine","GpsTime","Intensity","NumberOfReturns","OriginId","PointSourceId","ReturnNumber","ScanAngleRank","ScanDirectionFlag","UserData","X","Y","Z"
2.000,0.000,56179.620,106.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446184.558,4652659.284,287.200
2.000,0.000,56179.620,82.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446181.459,4652659.627,291.260
2.000,0.000,56179.631,84.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446176.751,4652659.625,291.280
2.000,0.000,56179.631,83.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446178.519,4652659.353,291.240
2.000,0.000,56179.647,125.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446186.870,4652657.259,287.150
2.000,0.000,56179.647,121.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446185.110,4652657.524,287.190
2.000,0.000,56179.658,87.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446176.716,4652657.966,291.250
2.000,0.000,56179.658,78.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446178.499,4652657.693,291.250
2.000,0.000,56179.658,83.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446180.260,4652657.413,291.290
2.000,0.000,56179.658,103.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446183.381,4652657.078,287.230
2.000,0.000,56179.675,85.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446182.873,4652655.844,291.410
2.000,0.000,56179.675,79.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446181.098,4652656.117,291.330
2.000,0.000,56179.675,76.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446174.130,4652657.193,291.280
2.000,0.000,56179.686,122.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446184.972,4652655.043,287.190
2.000,0.000,56179.703,83.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446179.393,4652654.878,291.290
2.000,0.000,56179.703,82.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446177.677,4652655.135,291.280
2.000,0.000,56179.703,79.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446174.170,4652655.673,291.330
2.000,0.000,56179.714,96.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446181.169,4652653.716,291.350
2.000,0.000,56179.714,95.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446182.959,4652653.428,291.640
2.000,0.000,56179.714,128.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446184.282,4652653.366,287.210
2.000,0.000,56179.730,58.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446183.263,4652652.396,287.230
2.000,0.000,56179.730,94.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446178.389,4652653.003,291.340
2.000,0.000,56179.730,84.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446176.636,4652653.276,291.290
2.000,0.000,56179.730,89.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446174.920,4652653.548,291.360
1.000,0.000,56179.741,111.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446182.612,4652651.808,291.310
2.000,0.000,56179.741,142.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446183.950,4652651.739,287.210
2.000,0.000,56179.741,153.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446185.718,4652651.459,287.170
2.000,0.000,56179.758,76.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446181.133,4652650.967,291.240
2.000,0.000,56179.758,76.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446179.372,4652651.247,291.280
2.000,0.000,56179.769,89.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446174.501,4652651.218,291.310
2.000,0.000,56179.769,89.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446176.246,4652650.945,291.280
2.000,0.000,56179.769,129.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446184.627,4652649.785,287.190
2.000,0.000,56179.769,143.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446186.388,4652649.520,287.160
1.000,0.000,56179.785,81.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446182.821,4652648.917,291.620
2.000,0.000,56179.785,70.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446181.023,4652649.205,291.200
2.000,0.000,56179.785,60.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446179.299,4652649.462,291.240
2.000,0.000,56179.796,86.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446174.741,4652649.549,291.300
2.000,0.000,56179.796,89.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446176.501,4652649.276,291.230
2.000,0.000,56179.796,35.000,2.000,17583.000,85.000,2.000,4.000,0.000,69.000,446183.151,4652648.388,287.200
1.000,0.000,56179.796,34.000,2.000,17583.000,85.000,1.000,4.000,0.000,69.000,446183.573,4652648.163,291.900
2.000,0.000,56179.813,130.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446186.388,4652646.674,287.160
2.000,0.000,56179.813,130.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446184.650,4652646.947,287.180
2.000,0.000,56179.824,94.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446174.147,4652647.738,291.320
2.000,0.000,56179.824,77.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446177.683,4652647.192,291.280
2.000,0.000,56179.824,73.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446179.399,4652646.927,291.250
2.000,0.000,56179.824,83.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446181.182,4652646.654,291.260
1.000,0.000,56179.840,66.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446182.527,4652645.496,291.240
2.000,0.000,56179.840,77.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446180.811,4652645.753,291.280
2.000,0.000,56179.851,86.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446176.771,4652645.628,291.290
2.000,0.000,56179.851,90.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446178.502,4652645.356,291.290
2.000,0.000,56179.851,9.000,2.000,17583.000,85.000,2.000,4.000,0.000,69.000,446183.339,4652644.756,286.860
2.000,0.000,56179.851,131.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446185.152,4652644.468,287.220
2.000,0.000,56179.851,113.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446186.927,4652644.188,287.320
2.000,0.000,56179.868,114.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446185.403,4652643.236,287.100
1.000,0.000,56179.868,34.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446183.223,4652643.097,301.150
1.000,0.000,56179.868,9.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446181.358,4652643.415,300.220
1.000,0.000,56179.868,13.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446179.598,4652643.695,299.990
2.000,0.000,56179.868,73.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446175.276,4652644.654,291.240
1.000,0.000,56179.879,14.000,2.000,17583.000,85.000,1.000,5.000,0.000,69.000,446174.378,4652643.846,299.890
1.000,0.000,56179.879,11.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446177.973,4652643.263,300.570
1.000,0.000,56179.879,8.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446181.472,4652642.703,300.920
2.000,0.000,56179.879,70.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446183.667,4652642.834,287.120
1.000,0.000,56179.895,4.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.668,4652641.582,301.910
1.000,0.000,56179.895,13.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446177.483,4652642.363,302.230
1.000,0.000,56179.895,4.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446173.806,4652642.998,300.500
1.000,0.000,56179.906,7.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446175.842,4652641.723,302.760
1.000,0.000,56179.906,5.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446179.311,4652641.208,302.360
1.000,0.000,56179.906,11.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446181.071,4652640.913,302.910
1.000,0.000,56179.906,67.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446183.533,4652640.894,292.030
2.000,0.000,56179.906,124.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446184.849,4652640.869,287.050
2.000,0.000,56179.906,140.000,1.000,17583.000,85.000,1.000,4.000,0.000,69.000,446186.610,4652640.597,287.070
2.000,0.000,56179.923,123.000,1.000,17583.000,85.000,1.000,4.000,1.000,69.000,446187.040,4652639.437,287.040
1.000,0.000,56179.923,10.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446176.353,4652640.534,303.300
1.000,0.000,56179.923,8.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446174.563,4652640.814,302.990
1.000,0.000,56179.934,8.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446175.219,4652640.105,303.760
1.000,0.000,56179.934,12.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446180.531,4652639.265,304.410
2.000,0.000,56179.934,41.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446184.220,4652639.259,287.820
1.000,0.000,56179.950,103.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446183.713,4652638.114,291.440
2.000,0.000,56179.962,82.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446185.252,4652637.124,286.960
2.000,0.000,56179.962,138.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446186.983,4652636.859,286.890
1.000,0.000,56179.978,17.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.061,4652636.096,301.270
1.000,0.000,56179.978,12.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446180.449,4652636.294,302.800
1.000,0.000,56179.978,10.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446178.903,4652636.476,304.470
1.000,0.000,56179.989,16.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446179.887,4652635.757,303.620
1.000,0.000,56179.989,50.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446183.119,4652635.347,301.010
2.000,0.000,56180.006,57.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.851,4652634.304,286.810
1.000,0.000,56180.006,45.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446181.081,4652634.348,302.590
1.000,0.000,56180.006,7.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446177.790,4652634.795,304.370
1.000,0.000,56180.017,12.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446174.330,4652634.629,304.320
2.000,0.000,56180.017,82.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446183.167,4652633.858,286.950
1.000,0.000,56180.017,61.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446187.022,4652633.147,290.220
2.000,0.000,56180.033,56.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446186.741,4652632.356,286.640
2.000,0.000,56180.033,52.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.973,4652632.629,286.700
2.000,0.000,56180.033,98.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446183.227,4652632.887,286.950
1.000,0.000,56180.033,15.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.763,4652632.497,300.430
1.000,0.000,56180.033,11.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446181.172,4652632.687,302.080
1.000,0.000,56180.033,12.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446174.323,4652633.695,303.330
1.000,0.000,56180.044,13.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446174.867,4652632.883,302.500
1.000,0.000,56180.044,62.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446176.628,4652632.603,302.620
1.000,0.000,56180.044,13.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446178.299,4652632.368,302.090
2.000,0.000,56180.061,67.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446186.682,4652630.526,283.630
1.000,0.000,56180.061,42.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446185.210,4652630.634,286.860
1.000,0.000,56180.061,8.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446181.188,4652630.805,300.100
1.000,0.000,56180.061,12.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446179.531,4652631.047,300.520
1.000,0.000,56180.061,48.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446176.217,4652631.488,302.570
1.000,0.000,56180.072,14.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446174.467,4652631.108,300.580
1.000,0.000,56180.072,36.000,2.000,17583.000,85.000,2.000,5.000,0.000,69.000,446178.778,4652630.779,290.740
2.000,0.000,56180.072,121.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446185.242,4652629.967,285.050
2.000,0.000,56180.088,62.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446186.127,4652628.893,283.790
2.000,0.000,56180.088,97.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.507,4652629.105,285.020
2.000,0.000,56180.088,103.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.746,4652629.378,285.060
2.000,0.000,56180.088,106.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446175.719,4652630.454,285.040
2.000,0.000,56180.099,115.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446173.773,4652629.876,285.030
2.000,0.000,56180.099,115.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446177.257,4652629.338,285.050
2.000,0.000,56180.099,106.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446179.040,4652629.058,285.040
2.000,0.000,56180.099,56.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446180.756,4652628.793,284.990
2.000,0.000,56180.099,112.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446182.413,4652628.588,283.620
2.000,0.000,56180.099,115.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446184.166,4652628.315,283.570
2.000,0.000,56180.116,107.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446186.706,4652626.836,283.400
2.000,0.000,56180.116,95.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446177.962,4652628.177,283.570
2.000,0.000,56180.116,93.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446176.209,4652628.450,283.600
2.000,0.000,56180.116,84.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446174.478,4652628.707,283.640
2.000,0.000,56180.127,99.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446183.500,4652626.757,283.290
2.000,0.000,56180.127,87.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446185.231,4652626.484,283.330
2.000,0.000,56180.143,86.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446180.846,4652626.006,283.310
2.000,0.000,56180.143,79.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446179.078,4652626.279,283.300
2.000,0.000,56180.143,74.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446177.362,4652626.537,283.350
1.000,0.000,56180.143,46.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446174.152,4652626.917,286.630
1.000,0.000,56180.154,255.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446175.208,4652625.945,285.520
1.000,0.000,56180.154,92.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446176.873,4652625.718,284.510
2.000,0.000,56180.154,45.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446182.036,4652624.967,283.260
2.000,0.000,56180.154,91.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446185.542,4652624.430,283.240
2.000,0.000,56180.171,79.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446180.008,4652624.323,283.220
2.000,0.000,56180.171,78.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446178.292,4652624.588,283.340
1.000,0.000,56180.171,195.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446174.956,4652625.029,285.470
2.000,0.000,56180.182,84.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446176.088,4652624.235,283.310
2.000,0.000,56180.182,85.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446184.787,4652622.894,283.210
2.000,0.000,56180.182,77.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446186.562,4652622.629,283.140
2.000,0.000,56180.198,76.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.542,4652622.044,283.220
2.000,0.000,56180.198,76.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446180.766,4652622.317,283.250
2.000,0.000,56180.198,82.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446179.043,4652622.589,283.290
2.000,0.000,56180.198,78.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446177.282,4652622.855,283.340
2.000,0.000,56180.198,80.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446175.551,4652623.120,283.390
1.000,0.000,56180.209,255.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446173.747,4652622.533,286.780
1.000,0.000,56180.209,97.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446175.367,4652622.336,285.330
2.000,0.000,56180.226,70.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.253,4652620.164,283.190
2.000,0.000,56180.226,70.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.492,4652620.437,283.220
2.000,0.000,56180.226,83.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446180.717,4652620.709,283.250
2.000,0.000,56180.226,89.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446179.001,4652620.967,283.290
2.000,0.000,56180.237,95.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446176.632,4652620.474,283.340
2.000,0.000,56180.253,63.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.809,4652617.989,283.220
2.000,0.000,56180.253,65.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446183.056,4652618.254,283.240
2.000,0.000,56180.253,72.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446181.280,4652618.534,283.260
2.000,0.000,56180.264,94.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446175.176,4652618.818,283.380
2.000,0.000,56180.264,84.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.959,4652618.545,283.340
2.000,0.000,56180.265,86.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446178.713,4652618.279,283.310
2.000,0.000,56180.281,60.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.031,4652616.446,283.250
2.000,0.000,56180.281,64.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446182.248,4652616.719,283.270
2.000,0.000,56180.281,69.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446180.540,4652616.976,283.290
2.000,0.000,56180.292,90.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446174.843,4652617.020,283.380
2.000,0.000,56180.292,94.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.611,4652616.739,283.350
2.000,0.000,56180.292,77.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446178.342,4652616.474,283.320
2.000,0.000,56180.309,71.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446186.758,4652614.076,283.220
2.000,0.000,56180.309,68.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446184.990,4652614.349,283.240
2.000,0.000,56180.320,90.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446173.857,4652615.456,283.390
2.000,0.000,56180.320,86.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446177.348,4652614.926,283.330
2.000,0.000,56180.320,82.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446179.131,4652614.646,283.300
2.000,0.000,56180.320,81.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446180.899,4652614.380,283.280
2.000,0.000,56180.320,75.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446182.638,4652614.108,283.260
2.000,0.000,56180.336,65.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446186.157,4652612.369,283.200
2.000,0.000,56180.336,65.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446184.389,4652612.635,283.220
1.000,0.000,56180.336,129.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446175.956,4652613.810,286.730
1.000,0.000,56180.336,127.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446174.196,4652614.075,286.870
2.000,0.000,56180.347,75.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446181.078,4652612.408,283.250
2.000,0.000,56180.347,69.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446182.846,4652612.135,283.230
2.000,0.000,56180.364,65.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446185.386,4652610.686,283.170
2.000,0.000,56180.364,80.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446178.373,4652611.754,283.280
2.000,0.000,56180.364,52.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446176.642,4652612.019,283.370
1.000,0.000,56180.364,113.000,2.000,17583.000,85.000,1.000,6.000,1.000,69.000,446175.207,4652612.126,286.770
2.000,0.000,56180.375,87.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446175.076,4652611.468,283.350
2.000,0.000,56180.375,83.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.837,4652611.195,283.290
2.000,0.000,56180.375,82.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446178.568,4652610.938,283.270
2.000,0.000,56180.375,72.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446180.328,4652610.665,283.240
2.000,0.000,56180.375,67.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446182.111,4652610.399,283.200
1.000,0.000,56180.391,54.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446175.638,4652610.085,286.020
1.000,0.000,56180.391,181.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446173.952,4652610.313,286.980
1.000,0.000,56180.402,130.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.547,4652609.315,285.950
2.000,0.000,56180.402,72.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446181.570,4652608.640,283.180
2.000,0.000,56180.402,65.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446183.353,4652608.367,283.150
2.000,0.000,56180.402,70.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446185.121,4652608.094,283.120
2.000,0.000,56180.402,79.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446186.852,4652607.837,283.100
2.000,0.000,56180.419,78.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446177.989,4652608.237,283.270
1.000,0.000,56180.419,255.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446174.838,4652608.580,287.280
2.000,0.000,56180.430,89.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.422,4652607.560,283.310
2.000,0.000,56180.430,70.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446183.450,4652606.484,283.120
2.000,0.000,56180.430,70.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446185.218,4652606.204,283.090
2.000,0.000,56180.446,67.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446180.320,4652605.649,283.180
2.000,0.000,56180.446,70.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446178.596,4652605.914,283.240
2.000,0.000,56180.446,79.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446176.836,4652606.179,283.300
2.000,0.000,56180.457,88.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446174.038,4652606.015,283.380
2.000,0.000,56180.457,69.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446182.767,4652604.689,283.120
2.000,0.000,56180.457,71.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446184.557,4652604.416,283.090
2.000,0.000,56180.457,90.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446186.333,4652604.136,283.070
2.000,0.000,56180.474,68.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446179.861,4652603.978,283.200
2.000,0.000,56180.474,75.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446178.100,4652604.235,283.260
2.000,0.000,56180.474,82.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446176.377,4652604.493,283.310
2.000,0.000,56180.485,85.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446174.773,4652603.875,283.360
2.000,0.000,56180.485,77.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446185.299,4652602.269,283.090
2.000,0.000,56180.501,63.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446182.171,4652601.707,283.160
2.000,0.000,56180.501,73.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446180.418,4652601.965,283.200
2.000,0.000,56180.501,71.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446178.650,4652602.238,283.250
2.000,0.000,56180.512,88.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446174.366,4652602.196,283.370
2.000,0.000,56180.512,84.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.112,4652601.924,283.340
2.000,0.000,56180.512,79.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446184.922,4652600.590,283.120
2.000,0.000,56180.512,83.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446186.661,4652600.317,283.110
2.000,0.000,56180.529,72.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446182.758,4652599.665,283.170
2.000,0.000,56180.529,96.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446181.020,4652599.930,283.290
2.000,0.000,56180.529,81.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446179.230,4652600.196,283.230
2.000,0.000,56180.540,88.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446173.592,4652600.187,283.380
2.000,0.000,56180.540,95.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446177.076,4652599.657,283.310
2.000,0.000,56180.556,73.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446186.630,4652597.309,283.110
2.000,0.000,56180.556,63.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446184.892,4652597.567,283.140
2.000,0.000,56180.556,71.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446183.139,4652597.840,283.190
2.000,0.000,56180.556,73.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446181.356,4652598.105,283.230
2.000,0.000,56180.568,89.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446175.146,4652598.249,283.390
2.000,0.000,56180.568,97.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446176.922,4652597.976,283.330
2.000,0.000,56180.568,118.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446178.697,4652597.696,283.330
2.000,0.000,56180.584,65.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446185.381,4652595.415,283.100
